method,seed,k,nh_score
γ=1.0,191664964,1,0.5921
γ=1.0,191664964,2,0.59295
γ=1.0,191664964,3,0.5817
γ=1.0,191664964,4,0.568075
γ=1.0,191664964,5,0.55628
γ=1.0,191664964,6,0.5464666666666667
γ=1.0,191664964,7,0.5373285714285714
γ=1.0,191664964,8,0.5300375
γ=1.0,191664964,9,0.5222444444444444
γ=1.0,191664964,10,0.5136900000000001
γ=1.0,191664964,11,0.5079090909090908
γ=1.0,191664964,12,0.5018166666666667
γ=1.0,191664964,13,0.4966153846153847
γ=1.0,191664964,14,0.4914785714285714
γ=1.0,191664964,15,0.4865333333333334
γ=1.0,191664964,16,0.481975
γ=1.0,191664964,17,0.4785235294117647
γ=1.0,191664964,18,0.47482777777777774
γ=1.0,191664964,19,0.4710263157894737
γ=1.0,191664964,20,0.46758
γ=1.0,191664964,21,0.4643190476190477
γ=1.0,191664964,22,0.4604136363636364
γ=1.0,191664964,23,0.4574304347826087
γ=1.0,191664964,24,0.4545041666666667
γ=1.0,191664964,25,0.45194800000000007
γ=1.0,191664964,26,0.44941923076923074
γ=1.0,191664964,27,0.44709259259259254
γ=1.0,191664964,28,0.44472857142857136
γ=1.0,191664964,29,0.44281034482758624
γ=1.0,191664964,30,0.4407299999999999
γ=1.0,191664964,31,0.4387516129032258
γ=1.0,191664964,32,0.43705625
γ=1.0,191664964,33,0.435230303030303
γ=1.0,191664964,34,0.433485294117647
γ=1.0,191664964,35,0.43174285714285715
γ=1.0,191664964,36,0.43030555555555555
γ=1.0,191664964,37,0.42895675675675676
γ=1.0,191664964,38,0.4275710526315789
γ=1.0,191664964,39,0.4262641025641025
γ=1.0,191664964,40,0.4252425
γ=1.0,191664964,41,0.4241
γ=1.0,191664964,42,0.4230690476190476
γ=1.0,191664964,43,0.4218906976744186
γ=1.0,191664964,44,0.420825
γ=1.0,191664964,45,0.4197822222222222
γ=1.0,191664964,46,0.4189086956521739
γ=1.0,191664964,47,0.4180936170212765
γ=1.0,191664964,48,0.4175104166666667
γ=1.0,191664964,49,0.41693469387755105
γ=1.0,191664964,50,0.41606800000000005
γ=1.0,191664964,51,0.4153588235294118
γ=1.0,191664964,52,0.4146423076923077
γ=1.0,191664964,53,0.41397735849056605
γ=1.0,191664964,54,0.41335
γ=1.0,191664964,55,0.4125636363636364
γ=1.0,191664964,56,0.41195535714285714
γ=1.0,191664964,57,0.4114017543859649
γ=1.0,191664964,58,0.41074655172413793
γ=1.0,191664964,59,0.410064406779661
γ=1.0,191664964,60,0.4096366666666667
γ=1.0,191664964,61,0.4091032786885246
γ=1.0,191664964,62,0.40863064516129033
γ=1.0,191664964,63,0.4082
γ=1.0,191664964,64,0.407934375
γ=1.0,191664964,65,0.40755384615384616
γ=1.0,191664964,66,0.4070984848484848
γ=1.0,191664964,67,0.40668208955223883
γ=1.0,191664964,68,0.406164705882353
γ=1.0,191664964,69,0.4058652173913044
γ=1.0,191664964,70,0.40532428571428575
γ=1.0,191664964,71,0.4048070422535211
γ=1.0,191664964,72,0.40458333333333335
γ=1.0,191664964,73,0.4042972602739726
γ=1.0,191664964,74,0.4039108108108108
γ=1.0,191664964,75,0.403552
γ=1.0,191664964,76,0.4032171052631579
γ=1.0,191664964,77,0.4028233766233766
γ=1.0,191664964,78,0.4025141025641026
γ=1.0,191664964,79,0.4023139240506329
γ=1.0,191664964,80,0.40211875
γ=1.0,191664964,81,0.401995061728395
γ=1.0,191664964,82,0.40158048780487804
γ=1.0,191664964,83,0.40131445783132524
γ=1.0,191664964,84,0.40111309523809524
γ=1.0,191664964,85,0.4009858823529412
γ=1.0,191664964,86,0.40078488372093013
γ=1.0,191664964,87,0.4005793103448276
γ=1.0,191664964,88,0.40040113636363633
γ=1.0,191664964,89,0.4001955056179775
γ=1.0,191664964,90,0.40001555555555557
γ=1.0,191664964,91,0.3998296703296704
γ=1.0,191664964,92,0.399725
γ=1.0,191664964,93,0.39952473118279563
γ=1.0,191664964,94,0.3993414893617021
γ=1.0,191664964,95,0.39918
γ=1.0,191664964,96,0.3990125
γ=1.0,191664964,97,0.3988494845360825
γ=1.0,191664964,98,0.39867551020408165
γ=1.0,191664964,99,0.39867979797979797
γ=1.0,191664964,100,0.398449
γ=1.0,191664964,101,0.398430693069307
γ=1.0,191664964,102,0.398321568627451
γ=1.0,191664964,103,0.39824368932038834
γ=1.0,191664964,104,0.3980836538461538
γ=1.0,191664964,105,0.39794666666666667
γ=1.0,191664964,106,0.3978622641509434
γ=1.0,191664964,107,0.39773831775700935
γ=1.0,191664964,108,0.39766851851851853
γ=1.0,191664964,109,0.3976119266055046
γ=1.0,191664964,110,0.3975318181818182
γ=1.0,191664964,111,0.3974468468468469
γ=1.0,191664964,112,0.39735089285714287
γ=1.0,191664964,113,0.39734159292035404
γ=1.0,191664964,114,0.39729385964912284
γ=1.0,191664964,115,0.39721826086956524
γ=1.0,191664964,116,0.3971439655172414
γ=1.0,191664964,117,0.39713162393162393
γ=1.0,191664964,118,0.3971152542372881
γ=1.0,191664964,119,0.3970470588235294
γ=1.0,191664964,120,0.39692083333333333
γ=1.0,191664964,121,0.3968528925619835
γ=1.0,191664964,122,0.396805737704918
γ=1.0,191664964,123,0.3967341463414634
γ=1.0,191664964,124,0.39654354838709677
γ=1.0,191664964,125,0.3964712
γ=1.0,191664964,126,0.3963666666666667
γ=1.0,191664964,127,0.39624409448818904
γ=1.0,191664964,128,0.39616796875
γ=1.0,191664964,129,0.39613255813953485
γ=1.0,191664964,130,0.3960461538461539
γ=1.0,191664964,131,0.39597251908396947
γ=1.0,191664964,132,0.3958636363636363
γ=1.0,191664964,133,0.3957962406015037
γ=1.0,191664964,134,0.3956313432835821
γ=1.0,191664964,135,0.39555259259259257
γ=1.0,191664964,136,0.39545367647058827
γ=1.0,191664964,137,0.39538102189781027
γ=1.0,191664964,138,0.39541739130434783
γ=1.0,191664964,139,0.39533669064748206
γ=1.0,191664964,140,0.39526357142857144
γ=1.0,191664964,141,0.39514326241134756
γ=1.0,191664964,142,0.39508169014084504
γ=1.0,191664964,143,0.3949867132867133
γ=1.0,191664964,144,0.39488819444444445
γ=1.0,191664964,145,0.39485034482758624
γ=1.0,191664964,146,0.3947938356164383
γ=1.0,191664964,147,0.39470816326530617
γ=1.0,191664964,148,0.3947074324324324
γ=1.0,191664964,149,0.3946261744966443
γ=1.0,191664964,150,0.39458866666666664
γ=1.0,191664964,151,0.39453841059602646
γ=1.0,191664964,152,0.39444802631578946
γ=1.0,191664964,153,0.3943875816993464
γ=1.0,191664964,154,0.3942857142857143
γ=1.0,191664964,155,0.39419677419354837
